date,ticker,ret,price
2013-06-18,JPM,0.00133777,107.86
2021-09-10,AAPL,0.00085938,27.41
2013-11-08,GOOG,0.0107366,58.15
2022-08-02,AA,0.0391605,887.7
2020-01-16,ADBE,0.015037499999999999,115.52
2020-11-27,AAPL,0.00763714,47.44
2016-03-07,JPM,-0.0135032,206.37
2017-11-17,ADBE,0.0038139800000000002,479.93
2016-12-05,NVDA,-0.0011340999999999999,163.43
2024-07-11,JPM,-0.00236106,80.59
2014-10-08,DIS,0.0147662,22.0
2020-11-02,NVDA,0.0244726,145.64
2021-05-04,AAPL,0.0238096,15.11
2014-03-18,JPM,-0.00148058,16.44
2024-08-05,GME,0.00034583000000000004,84.66
2019-04-16,AMZN,0.0147746,30.92
2022-09-19,GE,0.013883000000000001,13.16
2021-07-20,JPM,-0.0107997,80.09
2019-01-11,ADBE,0.00754476,142.59
2023-02-23,GE,0.0198188,100.6
2017-02-13,AAPL,0.00055325,32.27
2023-09-20,AA,-0.0206317,117.59
2020-09-21,PG,0.00618565,760.59
2017-07-11,AAPL,0.00617492,940.4901
2022-05-11,AAPL,-0.044692800000000005,82.7
2017-05-25,DIS,0.0159138,115.6
2017-09-20,AMZN,0.0139252,133.1
2018-08-29,GME,-0.022532999999999997,52.13
2024-12-06,NVDA,0.00376415,109.01
2025-01-15,JPM,0.017376799999999998,8.15
2015-05-26,AA,-0.00387406,70.03
2023-06-09,AAPL,0.0174482,116.01
2024-03-08,DIS,0.0035891499999999997,42.48
2023-04-13,GE,-0.00825542,22.35
2020-08-17,AA,-0.0079112,21.26
2014-07-11,NVDA,0.00602222,1053.91
2022-03-16,AMZN,-0.0022223,66.13
2020-08-24,ADBE,0.005653740000000001,12.79
2025-02-06,AMZN,0.0039629900000000004,99.57
2021-06-21,NVDA,-0.0133077,17.36
2017-02-22,AA,0.013191600000000001,233.28
2016-09-06,INTC,-0.00042540000000000004,108.78
2014-04-25,GOOG,-0.009192230000000001,47.05
2019-01-10,ADBE,-0.032178200000000004,138.68
2015-08-17,PG,-0.015017,229.28
2022-07-15,PG,-0.00378978,96.87
2017-06-13,AAPL,-0.00768602,1592.39
2021-05-04,GOOG,-0.0290698,115.18
2024-07-24,ADBE,-0.010837300000000001,250.05
2020-12-23,PG,-0.00943565,34.47
2015-03-05,INTC,-0.019569700000000002,168.88
2013-09-20,DIS,0.021739099999999997,12.91
2020-12-16,NVDA,-0.0061633,192.15
2017-11-14,INTC,-0.0528233,30.43
2016-01-19,DIS,-0.0254,516.88
2013-12-18,GME,-0.016482399999999998,203.13
2024-02-15,NVDA,0.006349089999999999,36.51
2015-05-29,ADBE,0.00317395,3101.49
2018-04-10,AA,-0.0282886,156.91
2019-08-29,GOOG,-0.0021246100000000003,136.5
2024-11-25,AAPL,0.0110247,56.3
2019-07-18,PG,-0.00364298,34.66
2022-02-07,AAPL,-0.0111548,2254.84
2021-12-02,GOOG,-0.00653022,135.52
2018-03-19,GOOG,-0.00120908,44.09
2013-07-02,AA,-0.00839603,47.77
2020-11-06,JPM,0.0017116100000000001,1209.59
2017-01-05,GOOG,-0.0238175,162.32
2020-06-11,INTC,-0.00153053,83.32
2017-04-27,PG,0.013338000000000001,9.109999
2024-07-10,DIS,0.00260448,329.67
2018-06-25,INTC,0.00241756,209.16
2013-08-06,AMZN,0.0076884,88.26
2025-01-22,DIS,0.017372099999999998,16.46
2014-07-28,DIS,-0.00699687,50.88
2017-12-22,AA,0.021706500000000004,94.74
2023-02-23,ADBE,0.00801027,21.8
2020-03-24,ADBE,-0.00153279,296.52
2024-01-31,GOOG,-0.0180635,970.67
2024-04-30,GE,-0.0123818,439.03
2024-05-06,ADBE,-0.0166299,723.15
2023-02-17,GME,0.0059790600000000005,84.31
2021-10-06,AMZN,0.0152965,104.61
2013-04-29,AAPL,-0.086728,124.43
2021-10-21,GE,0.0792953,1092.5
2015-08-11,AMZN,-0.01462,118.44
2021-11-19,ADBE,-0.0163044,140.57
2014-01-02,DIS,0.0626029,614.82
2022-02-15,JPM,0.033675000000000004,56.96
2021-01-19,DIS,-0.0504541,49.25
2016-10-06,PG,-0.053716299999999995,3256.93
2017-10-04,GE,-0.00294769,45.24
2022-09-30,AMZN,0.0347803,61.75
2020-03-10,AMZN,0.12812099999999998,162.83
2021-09-08,AAPL,-0.00985432,2818.77
2024-02-23,GE,0.00174046,3467.42
2024-09-04,INTC,0.00848258,26.01
2019-10-29,GE,-0.0037044300000000003,88.27
2015-07-21,ADBE,0.0105202,335.09
2019-03-19,ADBE,0.029508200000000002,110.86
2020-01-24,NVDA,0.010760700000000002,58.17
2017-03-16,GOOG,-0.00108212,3102.97
2022-12-20,PG,-0.0371179,48.35
2017-11-28,GME,0.0324281,358.74
2023-04-19,AMZN,0.00623536,918.59
2015-02-27,AAPL,0.00179875,46.37
2020-06-09,AMZN,-0.006197629999999999,139.24
2024-11-20,AAPL,0.0934874,135.72
2016-08-04,INTC,-0.0026542500000000004,37.12
2019-11-18,PG,-0.00071186,50.27
2020-02-26,PG,-0.0012665399999999998,547.93
2021-07-29,GME,0.0131999,2107.44
2022-06-24,PG,0.00720584,32.82
2013-03-06,ADBE,0.0231595,300.38
2013-07-30,INTC,0.0134814,114.67
2018-09-06,DIS,-0.010993200000000002,110.97
2017-07-21,NVDA,0.0408747,87.01
2020-06-25,DIS,0.0010964899999999999,85.14
2019-03-07,GOOG,-0.0306414,136.48
2020-09-09,INTC,-0.0394805,3084.0
2024-10-01,AMZN,0.0182447,74.62
2021-09-08,GE,0.0189992,79.52
2022-05-17,JPM,-0.0361027,47.38
2017-10-24,AAPL,-0.0114046,4.38
2013-04-19,INTC,0.00943005,23.28
2013-07-17,AMZN,0.0165484,12.89
2016-01-29,ADBE,0.00351143,289.91
2023-11-17,INTC,0.00053787,537.9395
2023-08-30,DIS,-0.0741481,91.13
2017-04-26,PG,-0.0044713,142.81
2014-03-19,JPM,0.009254459999999999,136.99
2014-02-11,AMZN,-0.017570600000000002,171.96
2015-11-13,INTC,0.011943200000000001,87.05
2018-03-28,INTC,0.00887382,20.91
2017-05-19,AMZN,0.0055055600000000005,140.64
2016-08-16,AAPL,0.013629,143.93
2021-06-28,AA,-0.0135991,169.68
2020-10-01,DIS,0.00838542,83.26
2023-12-01,GME,-0.014796700000000001,1670.62
2014-06-03,INTC,-0.0151019,18.5
2021-08-04,AAPL,-0.00140446,95.78
2022-04-14,DIS,-0.0114462,482.64
2016-01-21,PG,0.00670362,848.78
2019-07-11,DIS,0.0006747200000000001,179.31
2020-02-18,ADBE,0.0330333,115.3
2015-10-09,NVDA,-0.011040399999999999,36.6
2024-02-14,AA,-0.00393331,3573.63
2013-09-06,INTC,-0.00972903,591.43
2019-05-20,GME,0.026506500000000002,35.09
2017-07-20,JPM,0.0009332899999999999,53.9
2015-11-03,PG,0.0173011,191.75
2014-09-12,GE,-0.018062599999999998,108.03
2016-11-25,INTC,-0.00236654,712.9501
2016-06-07,AAPL,0.0254982,29.83
2020-03-18,JPM,0.00756836,551.77
2019-03-06,AAPL,0.00448239,159.26
2021-07-16,AMZN,-0.0144184,176.03
2017-11-14,GE,0.0012918699999999999,155.34
2024-07-23,INTC,-0.00585943,17.69
2022-01-04,INTC,-0.00706464,445.87
2021-10-22,NVDA,0.030752500000000002,28.47
2016-05-16,GOOG,-0.00893992,93.0
2016-04-08,GE,0.0008691500000000001,44.43
2017-05-02,AA,-0.00717187,24.54
2022-03-08,GOOG,0.00230551,66.47
2013-02-08,AA,-0.06350019999999999,14.35
2022-08-19,PG,0.0,29.18
2021-03-29,AMZN,0.0205531,75.77
2020-10-07,AMZN,0.0053952900000000005,87.09
2021-05-26,GOOG,0.0192188,51.165
2021-08-30,INTC,-0.00756443,25.43
2024-10-04,DIS,0.00209093,67.08
2020-04-28,GME,0.00023150000000000002,114.95
2025-01-29,GOOG,0.00119793,118.37
2023-11-06,ADBE,-0.00407213,966.07
2014-06-23,GOOG,-0.00508052,76.23
2012-12-31,INTC,0.0192767,110.33
2024-09-05,PG,-0.0951318,90.64
2019-01-25,JPM,0.028687499999999998,175.9
2015-03-23,JPM,0.012215700000000001,207.45
2020-08-13,AAPL,0.011655599999999999,299.07
2023-10-30,ADBE,0.015025599999999998,34.98
2015-06-09,GME,-0.00158441,8.98
2016-01-27,DIS,0.009240749999999999,38.04
2021-02-01,AA,0.00925875,424.05
2019-10-08,GME,-0.0043681300000000004,163.58
2021-12-14,AAPL,-0.0301878,69.26
2020-03-30,GE,-0.0114028,498.68
2015-03-24,JPM,-0.0184254,153.14
2016-09-20,GOOG,0.0179105,44.37
2016-09-07,NVDA,-0.008432269999999999,3477.0
2020-02-27,GE,0.0119302,36.21
2019-08-09,AAPL,-0.00835949,84.16
2021-09-14,GME,0.0122955,124.66
2024-04-04,INTC,-0.0285339,14.85
2017-11-10,ADBE,-0.0022139,1204.2
2022-08-04,DIS,0.00556874,14.96
2015-03-17,AMZN,-0.023923800000000002,15.99
2015-03-23,ADBE,0.0559039,129.36
2017-02-10,AA,-0.009477560000000001,100.75
2020-03-02,GE,-0.00259578,14.72
2024-08-12,DIS,0.016336,133.49
2020-02-26,INTC,0.0088166,88.34
2014-10-03,JPM,0.00036501999999999997,102.64
2024-06-04,AA,0.039498700000000005,48.87
2019-12-04,PG,0.00674653,222.9
2014-05-15,NVDA,0.0013531399999999999,199.34
2014-08-14,NVDA,0.0273584,85.35
2022-03-30,INTC,0.0187271,490.43
2021-10-22,JPM,0.00109792,22.46
2023-07-27,GOOG,-0.0177771,29.02
2021-10-28,AMZN,0.143638,133.6
2020-03-30,INTC,0.00780165,16.32
2015-09-25,DIS,0.0355206,122.57
2023-09-05,JPM,0.0066545,33.37
2017-12-15,GOOG,0.006113769999999999,166.95
2024-08-07,DIS,0.0030522300000000004,53.32
2016-08-03,GOOG,0.016898800000000002,25.66
2024-01-19,PG,0.0130726,26.47
2024-05-31,NVDA,0.0179292,1115.52
2015-01-23,NVDA,0.0250663,565.68
2024-01-09,JPM,-0.00664026,937.53
2023-12-01,INTC,-0.00340509,218.24
2021-11-05,GOOG,0.00666058,9.58
2020-08-21,INTC,-0.032534299999999995,420.8
2023-10-10,GME,0.026125799999999998,154.79
2020-07-27,ADBE,-0.0142582,47.41
2014-05-27,PG,0.0278611,88.47
2022-08-01,JPM,0.0635206,120.08
2024-09-12,DIS,-0.0455408,8.05
2020-09-21,PG,0.00184143,647.5
2022-12-05,GOOG,0.0165225,40.61
2017-06-15,AAPL,-0.030544500000000002,63.04
2016-08-02,AA,-0.0359557,114.95
2023-08-08,AMZN,-0.020517300000000002,214.24
2023-12-20,PG,-0.00269204,1146.33
2016-06-07,GME,-0.0135613,165.15
2013-07-25,AMZN,-0.0327358,130.1
2022-12-15,PG,0.0253362,139.09
2022-05-16,AAPL,-0.012820499999999999,68.96
2023-09-06,INTC,0.014066,13.06
2013-04-17,AMZN,0.00156975,28.7
2018-04-10,ADBE,-0.037325699999999996,845.54
2025-02-14,GOOG,-0.0028309200000000002,108.55
2017-10-06,NVDA,-0.0177236,123.37
2020-01-22,ADBE,0.00391352,29.94
2023-10-13,AAPL,-0.00680018,743.24
2014-01-08,AMZN,0.0179982,25.22
2022-10-28,JPM,-0.0052563,470.1
2020-10-15,INTC,-0.00500119,76.72
2015-06-12,INTC,-0.0067845,55.7
2014-03-17,AMZN,0.0234211,109.19
2014-05-16,NVDA,0.0092994,78.15
2017-11-07,AAPL,0.0236422,110.54
2013-07-18,AMZN,-0.0013696,805.7501
2024-07-12,GOOG,-0.039251100000000004,65.82
2024-10-28,JPM,-0.00053823,174.05
2013-06-14,NVDA,0.018246599999999998,439.66
2024-05-22,AMZN,0.00071192,196.45
2016-11-03,INTC,0.00099337,535.23
2016-06-21,AA,-0.015263800000000001,81.33
2019-11-13,AMZN,0.00631392,12.37
2017-06-01,DIS,-0.0311519,174.84
2021-03-08,AMZN,0.0105112,106.47
2014-01-03,GOOG,0.022059199999999998,2474.0
2024-01-31,NVDA,-0.00932002,77.17
2016-05-24,NVDA,-0.013541000000000001,160.15
2017-06-19,NVDA,-0.008188309999999999,394.78
2019-09-03,AAPL,0.0168898,221.0
2023-06-21,AAPL,-0.00841939,151.96
2019-08-01,INTC,0.028696899999999997,184.76
2023-12-12,NVDA,0.00653589,98.19
2022-01-04,GOOG,0.0263431,143.66
2020-02-04,PG,-0.00037879000000000005,11.76
2013-07-19,INTC,-0.00367862,218.96
2019-02-05,DIS,-0.00138414,189.72
2014-05-15,DIS,-0.0322802,48.29
2020-07-21,DIS,-0.00444716,44.67
2017-04-25,AA,-0.00845206,817.58
2022-04-27,ADBE,0.07517299999999999,153.42
2013-08-09,GME,-0.0327289,146.44
2016-02-26,ADBE,-0.0319999,182.62
2014-03-13,GE,0.0353007,170.16
2022-01-10,GE,0.012706,157.81
2015-12-30,AMZN,-0.011110199999999999,145.59
2014-11-21,JPM,0.00327802,256.34
2015-04-08,GME,0.0820255,564.9495
2019-03-13,PG,0.022829199999999997,210.88
2020-08-21,DIS,-0.0042432,24.55
2024-06-07,INTC,-0.00561643,1129.88
2014-04-30,JPM,0.011976,36.76
2015-07-02,NVDA,-0.033905199999999996,260.35
2018-06-14,ADBE,0.00149214,52.59
2014-02-19,PG,-0.0029543000000000004,22.7
2024-02-02,AA,0.00764394,51.869
2017-04-12,INTC,0.0146407,68.8
2014-08-13,AMZN,-0.00927925,25.23
2019-12-04,JPM,-0.0036764099999999997,43.19
2022-06-08,PG,0.00230765,107.43
2018-07-13,ADBE,-0.0059943800000000005,124.13
2014-09-30,PG,-0.058953,43.72
2022-11-14,DIS,-0.00162023,3.97
2014-11-17,AMZN,0.0382547,136.97
2025-02-05,JPM,-0.01379,1064.71
2021-09-22,GE,0.025191699999999997,877.57
2014-03-27,AMZN,0.0034195199999999997,51.2
2020-01-29,PG,-0.006811500000000001,10.4
2023-03-24,AA,0.00197017,7.57
2021-09-17,DIS,0.023008099999999997,378.0
2014-09-15,GE,0.00295103,96.05
2017-05-26,GE,0.0067744300000000006,571.79
2023-01-23,JPM,-0.00348592,112.94
2021-08-12,ADBE,-0.026126800000000002,120.23
2024-11-07,GME,0.00825238,60.96
2024-08-05,AMZN,0.00738966,49.26
2021-08-19,AMZN,-0.0510836,6.06
2016-09-29,DIS,0.00790513,1085.35
2014-02-21,GME,-0.00201803,35.02
2013-06-25,PG,0.0184746,419.85
2024-07-03,AAPL,-0.00137937,76.02
2018-12-07,AA,-0.024535300000000003,152.09
2023-12-01,JPM,0.0313098,322.2
2020-10-15,GME,0.00337839,100.45
2016-07-26,GME,0.00724995,13.35
2017-01-18,GOOG,0.00373137,6.58
2021-04-05,GME,0.0072504299999999995,1818.86
2022-11-07,AMZN,0.00704908,14.6
2014-03-10,DIS,0.0045013399999999995,98.12
2020-07-22,PG,-0.00721258,137.66
2020-08-11,ADBE,-0.00342756,150.72
2021-12-23,INTC,0.0314884,225.55
2023-01-30,AA,0.00900066,157.05
2019-10-10,AAPL,-0.0379006,351.85
2024-08-19,AA,0.600985,2921.48
2019-03-14,JPM,0.014212599999999999,74.13
2014-03-28,GE,-0.0033265400000000002,137.46
2017-03-02,INTC,-0.015618700000000001,2095.38
2019-12-26,AMZN,-0.009785120000000001,178.35
2024-07-12,GE,-0.0022372,145.73
2013-04-10,PG,-0.0175341,55.21
2022-12-23,AAPL,0.0300683,222.78
2015-11-02,JPM,0.010796300000000002,80.13
2019-03-07,INTC,0.024431099999999997,21.28
2021-03-18,ADBE,-0.013676200000000001,128.2
2020-06-08,ADBE,-0.00895107,32.71
2016-05-13,INTC,0.011839299999999999,22.067
2015-12-10,AA,-0.022819799999999998,161.21
2017-01-26,GME,0.00882888,25.22
2014-12-05,GME,0.0067519,24.25
2013-09-26,NVDA,0.0115468,741.2
2022-06-30,AAPL,-0.0029270600000000004,34.11
2014-10-16,INTC,0.00095081,412.71
2023-09-21,PG,-0.00016743000000000001,135.29
2014-05-30,GME,-0.0212577,122.03
2013-12-18,INTC,0.00361359,71.64
2020-08-24,INTC,-0.0289409,1900.1
2013-04-16,AA,0.00210142,28.77
2024-06-14,JPM,0.020859100000000002,790.13
2014-10-28,ADBE,-0.0125579,167.78
2013-12-18,AA,0.0350711,26.12
2014-11-03,JPM,0.0111213,19.94
2014-07-29,AAPL,0.00088108,32.59
2022-05-02,GME,-0.0053854,40.49
2016-08-29,DIS,0.006224039999999999,49.58
2017-08-30,INTC,0.00295305,138.18
2018-01-12,ADBE,-0.00346905,69.88
2022-06-27,AMZN,-0.0316115,66.88
2018-05-15,DIS,0.0161643,257.5
2018-02-23,AA,0.00039422999999999997,91.72
2021-08-26,JPM,0.0149146,54.5
2024-11-12,AA,-0.00305766,26.97
2017-09-13,DIS,0.00550258,25.89
2017-11-02,JPM,0.0114865,49.57
2015-08-21,JPM,-0.024697499999999997,10.21
2018-04-16,GME,0.00220561,159.56
2017-09-28,GME,0.0013902200000000002,52.04
2023-02-03,GME,0.011792400000000001,162.71
2016-05-23,GOOG,0.0173806,892.66
2019-12-18,ADBE,-0.0209275,15.42
2014-12-16,ADBE,0.00358212,207.25
2013-05-03,NVDA,-0.00073266,63.64
2024-02-28,AA,-0.00841033,44.4
2022-07-20,GE,0.0112184,178.2
2024-08-23,INTC,0.0144627,128.6
2024-04-25,PG,0.0633186,178.58
2014-07-11,GME,-0.012974000000000001,98.91
2017-12-29,DIS,0.00437534,33.19
2017-12-06,GME,0.0114094,20.13
2019-02-04,GME,0.0013519500000000002,11.17
2015-09-03,JPM,0.10453799999999999,96.67
2016-06-21,ADBE,0.0030477,29.39
2020-06-19,GOOG,0.0062207,25.56
2017-07-24,PG,0.0191914,61.68
2021-12-22,AAPL,0.023939,106.51
2019-03-25,GME,-0.0109208,86.05
2019-07-03,DIS,-0.0059153999999999995,161.82
2018-01-19,INTC,-0.014787300000000001,127.35
2016-09-22,NVDA,-0.015184999999999999,153.47
2016-11-23,NVDA,0.0289779,197.0
2013-12-17,AMZN,0.0181016,499.91
2016-08-12,DIS,0.0105996,6.11
2015-08-13,GME,-0.00045168,439.18
2016-10-31,AMZN,0.0023940800000000003,188.58
2022-06-28,GE,0.00253463,202.01
2021-05-06,AA,-0.15032299999999998,104.26
2016-08-23,INTC,0.007404920000000001,545.99
2015-12-07,JPM,0.0032825500000000004,20.56
2023-06-02,NVDA,-0.00198406,119.6
2021-01-07,PG,0.00285196,11.28
2022-06-09,AA,-0.012635400000000001,63.15
2023-09-14,AAPL,-0.00981986,31.58
2018-12-27,AAPL,-0.00380087,66.51
2015-10-08,PG,-0.0010789600000000001,108.06
2020-09-23,INTC,0.0197606,60.24
2013-01-17,GME,0.0207512,31.65
2023-12-14,AMZN,0.0133333,89.765
2019-05-23,JPM,-0.0266798,133.98
2021-10-21,AAPL,-0.00872189,223.13
2020-01-17,GME,-0.0250407,18.54
2015-09-29,NVDA,0.0111185,636.5
2014-11-24,GE,-0.0321199,33.62
2022-08-19,AA,-0.00579715,165.56
2023-02-23,GE,-0.0155773,78.13
2019-06-28,PG,-0.0408472,137.58
2023-04-05,JPM,-0.014787699999999999,34.66
2022-11-02,INTC,0.0146538,34.34
2016-03-22,ADBE,0.00296736,107.72
2016-02-01,AA,-0.0318719,117.11
2017-07-20,GOOG,0.00421941,775.6
2016-01-15,GOOG,0.0038207799999999997,114.175
2020-01-06,AA,0.024126099999999998,126.75
2013-07-19,AA,0.00804698,11.29
2017-06-13,ADBE,0.0169817,134.84
2020-12-15,GME,-0.00030029,13.36
2016-07-25,PG,-0.0310547,260.88
2016-11-03,DIS,-0.051948100000000004,436.04
2021-04-16,GME,-0.00740588,516.678
2024-07-05,GE,-0.0209523,25.25
2018-05-29,JPM,0.00846207,78.62
2017-11-13,GME,0.0158367,131.52
2021-05-05,GE,0.014008,26.86
2016-10-13,AA,0.00968242,81.48
2022-04-26,INTC,0.0039295,91.81
2021-07-30,PG,0.00801754,101.19
2013-04-02,GE,-0.00017613,249.74
2015-07-22,JPM,-0.00194889,1512.29
2016-10-13,ADBE,-0.0034027099999999998,36.25
2018-03-14,AA,0.0006417,50.7
2013-04-26,GOOG,0.00168657,107.52
2015-04-27,NVDA,-0.00264394,181.71
2014-05-01,AAPL,-0.0082171,1842.92
2013-06-27,INTC,0.00361538,45.49
2015-03-27,GE,-0.42105800000000004,13.18
2022-03-15,GME,0.012683,151.05
2017-10-23,INTC,0.00156796,31.64
2023-01-04,INTC,0.011834299999999999,6.31
2013-04-01,NVDA,0.00179875,259.42
2020-03-31,INTC,0.00007391,35.55
2013-07-23,AMZN,0.0428889,144.24
2020-09-01,GME,0.00199735,24.46
2016-08-08,NVDA,-0.0292494,39.9
2018-01-17,DIS,-0.0075046999999999996,30.04
2022-03-01,NVDA,-0.0611863,567.901
2017-05-12,GOOG,-0.00166523,187.0
2020-11-30,ADBE,0.00185561,784.54
2023-09-27,AAPL,-0.0003736,3137.5
2017-08-08,JPM,0.00767481,27.29
2023-06-27,GME,-0.00435841,496.91
2024-12-11,GE,-0.00519073,1904.28
2013-05-15,AAPL,0.0426893,11.24
2018-03-06,GE,-0.00956714,17.36
2014-01-14,AA,0.0121819,35.55
2016-06-21,DIS,0.016786099999999998,22.99
2016-03-28,AA,0.013859999999999999,44.42
2017-01-06,ADBE,-0.0015764800000000001,90.23
2019-06-21,NVDA,-0.0598494,149.7
2017-07-03,ADBE,-0.0115308,6.21
2016-05-02,GE,0.00748539,108.66
2023-08-07,PG,-0.00811619,40.91
2014-05-06,AA,0.006108280000000001,36.62
2019-03-18,INTC,0.00241542,393.78
2017-09-20,ADBE,-0.0434783,484.95
2014-12-26,PG,0.00295877,30.44
2015-10-07,PG,-0.0281975,154.09
2020-03-06,AA,0.015511500000000001,27.33
2018-06-05,AA,-0.0014354,144.79
2016-02-11,ADBE,-0.02483,26.86
2016-08-04,JPM,0.0,13.63
2014-01-07,NVDA,-0.046663300000000005,182.28
2022-04-22,GOOG,-0.00164628,310.13
2022-08-09,GOOG,-0.014951700000000002,136.74
2014-02-26,AA,0.00117922,151.6
2017-03-14,AA,-0.00477308,13.05
2023-03-02,AMZN,0.0032873200000000003,533.65
2017-01-11,ADBE,-0.0170606,149.99
2012-12-31,AAPL,0.00049233,71.53
2017-09-22,NVDA,-0.0224026,138.22
2015-04-16,GOOG,-0.0338023,115.24
2013-10-23,JPM,0.00379014,318.25
2020-10-12,GOOG,0.00987697,431.67
2024-10-30,NVDA,-0.00488287,27.22
2021-09-23,AAPL,-0.00023526,126.77
2025-01-16,PG,-0.00391769,46.7
2021-05-03,AMZN,0.00070953,18.96
2018-04-17,AMZN,-0.00032883999999999995,444.32
2018-04-30,PG,-0.00482911,2285.88
2018-05-31,NVDA,0.007756,100.17
2021-07-19,AA,0.19132100000000002,26.85
2015-11-17,AMZN,0.013599000000000002,115.83
2019-11-01,AA,-0.00938845,112.16
2014-11-20,INTC,-0.0324063,32.72
2025-02-13,GME,0.00550508,3393.39
2018-01-10,DIS,-0.0146496,109.16
2015-06-12,PG,-0.0188258,8.79
2014-01-02,GOOG,0.00780749,9.38
2013-03-19,NVDA,0.0164329,34.8
2022-05-26,PG,0.00942457,45.47
2019-03-05,JPM,0.0062695699999999995,35.82
2022-07-20,DIS,-0.0072068,104.36
2022-02-08,AAPL,0.00978041,143.03
2014-06-17,NVDA,-0.0459628,577.49
2021-08-13,AMZN,0.00959659,80.13
